ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total,Desconto,Valor_Com_Desconto,Forma_Pagamento,Data_Hora_Geracao
CO000932,551.567.100-64,P0082,2025-03-28,1,89.93,1.8,89.93,0,89.93,PIX,2026-09-23 16:55:35
CO000933,731.954.358-34,P0026,2025-09-04,1,269.87,3.2,269.87,0,269.87,Dinheiro,2026-09-23 16:55:35
CO000934,568.216.368-95,P0073,2024-04-24,1,44.9,3.3,44.9,0.2,35.92,Vale-presente,2026-09-23 16:55:35
CO000935,216.199.877-94,P0100,2025-09-21,2,107.91,3.4,215.82,0.15,183.45,Dinheiro,2026-09-23 16:55:35
CO000936,350.328.242-23,P0033,2025-10-08,4,52.43,3.4,209.72,0.05,199.23,Cartão de Crédito,2026-09-23 16:55:35
CO000937,611.753.708-19,P0065,2024-11-02,4,82.43,3.1,329.72,0.15,280.26,Cartão de Débito,2026-09-23 16:55:35
CO000938,560.862.442-43,P0032,2025-05-30,3,67.92,2.1,203.76,0.1,183.38,Cartão de Débito,2026-09-23 16:55:35
CO000939,604.927.284-88,P0057,2025-05-14,1,59.93,0,59.93,0,59.93,PIX,2026-09-23 16:55:35
CO000940,551.567.100-64,P0066,2024-03-08,4,142.89,3.0,571.56,0,571.56,Dinheiro,2026-09-23 16:55:35
CO000941,870.522.888-59,P0039,2024-12-16,1,219.9,4.7,219.9,0.05,208.91,Vale-presente,2026-09-23 16:55:35
CO000942,119.609.252-93,P0069,2024-08-25,2,239.88,1.8,479.76,0,479.76,Cartão de Crédito,2026-09-23 16:55:35
CO000943,399.133.381-38,P0065,2025-04-28,3,82.43,2.3,247.29,0.1,222.56,PIX,2026-09-23 16:55:35
CO000944,724.502.282-92,P0039,2024-06-07,5,219.9,1.8,1099.5,0.15,934.57,Cartão de Débito,2026-09-23 16:55:35
CO000945,163.561.205-53,P0025,2024-06-10,4,199.9,4.1,799.6,0.2,639.68,Boleto,2026-09-23 16:55:35
CO000946,493.463.331-33,P0021,2025-10-31,3,79.9,4.8,239.7,0.05,227.71,Boleto,2026-09-23 16:55:35
CO000947,646.304.848-57,P0100,2025-04-28,3,107.91,1.9,323.73,0,323.73,Cartão de Débito,2026-09-23 16:55:35
CO000948,500.971.889-82,P0019,2024-11-18,3,41.88,2.3,125.64,0,125.64,Dinheiro,2026-09-23 16:55:35
CO000949,215.686.216-44,P0055,2024-01-06,5,41.88,2.6,209.4,0.05,198.93,Dinheiro,2026-09-23 16:55:35
CO000950,560.365.869-41,P0053,2025-04-12,3,33.91,3.6,101.73,0,101.73,Cartão de Débito,2026-09-23 16:55:35
CO000951,446.121.702-80,P0091,2024-09-19,2,169.9,1.8,339.8,0.15,288.83,Cartão de Débito,2026-09-23 16:55:35
CO000952,458.362.905-23,P0004,2024-11-29,3,169.9,2.7,509.7,0.05,484.21,Boleto,2026-09-23 16:55:35
CO000953,466.841.237-42,P0095,2025-05-30,2,71.88,4.2,143.76,0.1,129.38,Dinheiro,2026-09-23 16:55:35
CO000954,337.958.177-53,produto_29,2025-05-06,1,139.9,2.0,139.9,0,139.9,Vale-presente,2026-09-23 16:55:35
CO000955,620.826.201-50,P0061,2025-12-05,1,67.43,4.1,67.43,0.05,64.06,Vale-presente,2026-09-23 16:55:35
CO000956,679.679.775-28,P0032,2025-01-19,3,67.92,4.9,203.76,0.1,183.38,PIX,2026-09-23 16:55:35
CO000957,339.976.894-62,P0008,2025-03-24,3,37.42,2.1,112.26,0,112.26,Cartão de Débito,2026-09-23 16:55:35
CO000958,209.342.490-83,P0061,2024-11-28,2,67.43,4.5,134.86,0,134.86,Vale-presente,2026-09-23 16:55:35
CO000959,519.683.568-28,P0020,2024-07-23,2,37.42,3.4,74.84,0.1,67.36,Boleto,2026-09-23 16:55:35
CO000960,378.612.652-73,P0057,2025-11-07,2,59.93,2.3,119.86,0.1,107.87,Cartão de Débito,2026-09-23 16:55:35
CO000961,804.710.258-57,P0068,2024-03-10,3,95.88,3.8,287.64,0,287.64,Vale-presente,2026-09-23 16:55:35
CO000962,596.155.546-28,P0095,2025-04-01,3,71.88,4.8,215.64,0,215.64,Vale-presente,2026-09-23 16:55:35
CO000963,426.266.502-88,P0024,2025-01-05,3,79.9,2.9,239.7,0.05,227.71,Cartão de Débito,2026-09-23 16:55:35
CO000964,390.966.180-42,P0087,2024-01-24,3,164.89,2.0,494.67,0.15,420.47,Cartão de Crédito,2026-09-23 16:55:35
CO000965,817.409.764-62,P0083,2025-05-13,4,143.91,2.7,575.64,0.2,460.51,PIX,2026-09-23 16:55:35
CO000966,668.542.976-58,P0008,2025-03-23,5,37.42,2.5,187.1,0.1,168.39,PIX,2026-09-23 16:55:35
CO000967,804.923.423-62,P0042,2024-12-07,5,189.9,3.0,949.5,0.1,854.55,Vale-presente,2026-09-23 16:55:35
CO000968,689.793.484-60,P0095,2024-04-25,1,71.88,3.3,71.88,0.1,64.69,Boleto,2026-09-23 16:55:35
CO000969,795.712.153-90,P0066,2025-09-16,1,142.89,3.3,142.89,0.05,135.75,Vale-presente,2026-09-23 16:55:35
CO000970,220.368.893-43,P0097,2024-10-10,1,27.39,4.1,27.39,0.05,26.02,Dinheiro,2026-09-23 16:55:35
CO000971,810.752.430-24,P0095,2024-07-05,2,71.88,3.6,143.76,0,143.76,Vale-presente,2026-09-23 16:55:35
CO000972,122.890.941-98,P0044,2025-03-18,4,131.88,3.1,527.52,0.15,448.39,PIX,2026-09-23 16:55:35
CO000973,985.899.885-97,P0074,2025-02-03,3,80.87,1.0,242.61,0.2,194.09,PIX,2026-09-23 16:55:35
CO000974,924.423.510-44,P0029,2024-08-16,3,134.87,2.7,404.61,0,404.61,Boleto,2026-09-23 16:55:35
CO000975,873.939.218-16,P0099,2025-11-12,3,49.9,3.1,149.7,0.15,127.24,Cartão de Crédito,2026-09-23 16:55:35
CO000976,961.921.587-96,P0074,2025-08-13,3,80.87,4.6,242.61,0.15,206.22,Cartão de Crédito,2026-09-23 16:55:35
CO000977,795.560.479-57,P0099,2024-04-13,2,49.9,"1,8",99.8,0,99.8,PIX,2026-09-23 16:55:35
CO000978,789.622.599-67,P0078,2024-12-22,0,89.9,4.1,89.9,0.1,80.91,PIX,2026-09-23 16:55:35
CO000979,721.621.293-60,P0041,2024-11-06,2,42.41,3.6,84.82,0,84.82,Cartão de Crédito,2026-09-23 16:55:35
CO000980,376.737.720-99,P0035,2024-12-29,2,69.9,4.7,139.8,0,139.8,PIX,2026-09-23 16:55:35
CO000981,460.206.691-74,P0057,2024-01-27,1,59.93,4.3,59.93,0.05,56.93,Dinheiro,2026-09-23 16:55:35
CO000982,112.391.453-54,P0095,2025-03-25,2,71.88,2.5,143.76,0.05,136.57,Dinheiro,2026-09-23 16:55:35
CO000983,390.966.180-42,P0027,2024-04-05,4,212.41,3.4,849.64,0,849.64,Cartão de Crédito,2026-09-23 16:55:35
CO000984,594.283.479-81,P0075,2024-08-02,5,29.88,1.5,149.4,0.2,119.52,PIX,2026-09-23 16:55:35
CO000985,147.140.764-51,P0095,2025-03-01,5,71.88,2.4,359.4,0,359.4,Cartão de Crédito,2026-09-23 16:55:35
CO000986,299.471.666-46,P0012,2025-06-04,5,53.87,2.4,269.35,0,269.35,PIX,2026-09-23 16:55:35
CO000987,665.155.113-42,P0003,2025-02-13,1,26.17,2.5,26.17,0.05,24.86,PIX,2026-09-23 16:55:35
CO000988,365.932.176-12,P0047,2025-10-29,3,142.89,4.3,428.67,0.05,407.24,Cartão de Débito,2026-09-23 16:55:35
CO000989,527.957.280-14,P0090,2025-02-03,1,26.91,3.6,26.91,0.2,21.53,Dinheiro,2026-09-23 16:55:35
CO000990,999.680.180-20,P0036,2024-09-11,3,149.93,1.2,449.79,0.2,359.83,Cartão de Crédito,2026-09-23 16:55:35
CO000991,756.429.213-22,p0002,2025-12-12,2,82.43,3.1,164.86,0,164.86,Dinheiro,2026-09-23 16:55:35
CO000992,408.783.110-22,P0005,2025-11-07,1,79.9,3.4,79.9,0,79.9,Cartão de Débito,2026-09-23 16:55:35
CO000993,206.608.244-52,P0080,2024-06-25,4,249.9,4.3,999.6,0.05,949.62,Cartão de Crédito,2026-09-23 16:55:35
CO000994,109.817.952-43,P0020,2024-06-15,2,37.42,2.5,74.84,0,74.84,PIX,2026-09-23 16:55:35
CO000995,370.271.841-97,P0027,2024-09-28,3,212.41,2.6,637.23,0,637.23,Boleto,2026-09-23 16:55:35
CO000996,539.771.193-22,P0004,2024-02-05,1,169.9,2.3,169.9,0.05,161.41,Vale-presente,2026-09-23 16:55:35
CO000997,146.325.504-86,P0053,2025-09-04,1,33.91,3.2,33.91,0.2,27.13,Vale-presente,2026-09-23 16:55:35
CO000998,568.223.815-76,P0022,2024-08-16,2,98.89,1.4,197.78,0,197.78,PIX,2026-09-23 16:55:35
CO000999,445.544.803-27,P0009,2025-03-01,1,43.89,4.9,43.89,0.05,41.7,Boleto,2026-09-23 16:55:35
CO001000,863.769.118-23,P0018,2024-11-14,5,121.37,4.2,606.85,0,606.85,Dinheiro,2026-09-23 16:55:35
CO001001,155.282.913-42,P0033,2025-01-09,2,52.43,2.3,104.86,0.1,94.37,Boleto,2026-09-23 16:55:35
CO001002,86741184482,P0092,2025-08-07,1,33.62,2.9,33.62,0.15,28.58,Cartão de Crédito,2026-09-23 16:55:35
CO001003,321.932.990-39,P0029,2024-08-18,5,134.87,1.5,674.35,0,674.35,Vale-presente,2026-09-23 16:55:35
CO001004,909.733.331-76,P0096,2025-09-21,1,149.9,3.9,149.9,0,149.9,PIX,2026-09-23 16:55:35
CO001005,891.788.938-51,P0029,2024-11-04,3,134.87,1.7,404.61,0.15,343.92,Cartão de Débito,2026-09-23 16:55:35
CO001006,433.333.200-40,P0060,2024-09-30,5,33.62,3.1,168.1,0.1,151.29,Cartão de Crédito,2026-09-23 16:55:35
CO001007,721.621.293-60,P0055,2024-02-05,3,41.88,3.6,125.64,0.1,113.08,Vale-presente,2026-09-23 16:55:35
CO001008,803.987.586-83,P0081,2024-01-15,1,98.89,4.2,98.89,0,98.89,Cartão de Crédito,2026-09-23 16:55:35
CO001009,480.562.949-48,P0005,2024-01-12,2,79.9,1.6,159.8,0,159.8,Boleto,2026-09-23 16:55:35
CO001010,998.591.573-67,P0062,,3,219.9,1.8,,0.2,527.76,Dinheiro,2026-09-23 16:55:35
CO001011,810.752.430-24,P0028,2025-03-26,4,110.42,3.5,441.68,0.1,397.51,PIX,2026-09-23 16:55:35
CO001012,922.553.395-30,P0036,2024-07-09,5,149.93,4.7,749.65,0,749.65,Cartão de Débito,2026-09-23 16:55:35
CO001013,923.628.147-61,P0063,2025-11-15,5,149.9,2.8,749.5,0,749.5,Cartão de Débito,2026-09-23 16:55:35
CO001014,129.192.249-45,P0067,2025-03-12,3,120.89,1.3,362.67,0,362.67,Vale-presente,2026-09-23 16:55:35
CO001015,160.268.488-10,P0070,2024-04-23,2,37.42,1.4,74.84,0.05,71.1,PIX,2026-09-23 16:55:35
CO001016,254.115.605-37,P0092,2024-11-10,3,33.62,1.5,100.86,0,100.86,Dinheiro,2026-09-23 16:55:35
CO001017,804.817.733-22,P0071,2024-07-05,1,42.41,4.9,42.41,0.1,38.17,Dinheiro,2026-09-23 16:55:35
CO001018,755.606.549-11,P0025,2024-01-18,2,199.9,4.4,399.8,0,399.8,Cartão de Crédito,2026-09-23 16:55:35
CO001019,391.566.270-89,P0096,2024-06-04,3,149.9,3.1,449.7,0.2,359.76,Boleto,2026-09-23 16:55:35
CO001020,979.681.148-60,P0068,2025-07-06,1,95.88,4.2,95.88,0,95.88,Cartão de Crédito,2026-09-23 16:55:35
CO001021,954.931.560-12,P0068,2025-11-27,2,95.88,2.5,191.76,0,191.76,Cartão de Crédito,2026-09-23 16:55:35
CO001022,896.306.194-66,P0082,2024-06-04,5,89.93,1.9,449.65,0.2,359.72,Boleto,2026-09-23 16:55:35
CO001023,572.270.532-47,P0055,2024-10-30,2,41.88,2.1,83.76,0.05,79.57,Dinheiro,2026-09-23 16:55:35
CO001024,222.180.792-94,P0054,2024-11-03,4,42.41,2.9,169.64,0,169.64,PIX,2026-09-23 16:55:35
CO001025,326.514.808-41,P0033,2025-09-19,5,52.43,3.7,262.15,0,262.15,Boleto,2026-09-23 16:55:35
CO001026,689.793.484-60,P0008,2024-06-13,4,37.42,1.6,149.68,0.05,142.2,Cartão de Crédito,2026-09-23 16:55:35
CO001027,998.520.370-59,P0021,2024-09-11,4,79.9,2.6,319.6,0,319.6,Cartão de Débito,2026-09-23 16:55:35
CO001028,374.430.972-41,P0029,2024-05-06,3,134.87,1.6,404.61,0.05,384.38,Vale-presente,2026-09-23 16:55:35
CO001029,219.415.125-61,P0075,2025-11-19,2,29.88,1.8,59.76,0,59.76,Cartão de Débito,2026-09-23 16:55:35
CO001030,535.807.881-24,P0042,2024-11-14,1,189.9,3.5,189.9,0.1,170.91,Boleto,2026-09-23 16:55:35
CO001031,11583924762,P0099,2025-03-24,5,49.9,2.9,249.5,0.15,212.07,Cartão de Débito,2026-09-23 16:55:35
CO001032,121.151.905-52,P0070,2024-12-15,5,37.42,2.8,187.1,0,187.1,Cartão de Débito,2026-09-23 16:55:35
CO001033,901.521.921-95,P0049,2025-03-12,3,254.91,1.5,764.73,0.05,726.49,Boleto,2026-09-23 16:55:35
CO001034,995.480.667-23,P0091,2025-06-19,4,169.9,4.0,679.6,0,679.6,PIX,2026-09-23 16:55:35
CO001035,378.612.652-73,P0094,2025-01-06,5,164.89,4.8,824.45,0.2,659.56,Cartão de Crédito,2026-09-23 16:55:35
CO001036,821.477.215-84,P0064,2024-04-17,4,119.9,2.7,479.6,0.15,407.66,Cartão de Débito,2026-09-23 16:55:35
CO001037,141.474.475-32,P0094,2025-06-04,3,164.89,4.6,494.67,0.15,420.47,Cartão de Débito,2026-09-23 16:55:35
CO001038,445.544.803-27,P0086,2024-01-14,3,98.89,4.9,296.67,0,296.67,PIX,2026-09-23 16:55:35
CO001039,161.387.239-24,P0063,2025-08-28,2,149.9,3.3,299.8,0,299.8,Dinheiro,2026-09-23 16:55:35
CO001040,180.635.724-21,P0035,2025-12-26,1,69.9,5.0,69.9,0.2,55.92,Dinheiro,2026-09-23 16:55:35
CO001041,294.680.291-79,P0078,2025-11-14,5,89.9,2.5,449.5,0.1,404.55,Dinheiro,2026-09-23 16:55:35
CO001042,508.436.385-18,P0078,2025-10-20,1,89.9,3.4,89.9,0.2,71.92,PIX,2026-09-23 16:55:35
CO001043,122.890.941-98,P0013,2025-01-04,1,219.9,4.9,219.9,0,219.9,Boleto,2026-09-23 16:55:35
CO001044,596.285.918-77,P0091,2024-02-10,5,169.9,2.7,849.5,0.05,807.02,Cartão de Débito,2026-09-23 16:55:35
CO001045,501.287.816-95,P0057,2024-02-08,4,59.93,3.3,239.72,0.1,215.75,Dinheiro,2026-09-23 16:55:35
CO001046,618.663.431-10,P0096,2024-08-09,4,149.9,3.7,599.6,0,599.6,Boleto,2026-09-23 16:55:35
CO001047,423.417.627-60,P0004,2024-01-30,3,169.9,1.4,509.7,0.05,484.21,Vale-presente,2026-09-23 16:55:35
CO001048,665.155.113-42,P0033,2024-12-26,3,52.43,4.3,157.29,0,157.29,Cartão de Crédito,2026-09-23 16:55:35
CO001049,828.902.749-29,P0058,2025-10-12,1,155.88,2.3,155.88,0.15,132.5,Cartão de Débito,2026-09-23 16:55:35
CO001050,714.853.419-97,P0021,2025-07-14,2,79.9,3.2,159.8,0.2,127.84,Vale-presente,2026-09-23 16:55:35
CO001051,631.796.555-11,P0095,2024-06-25,4,71.88,4.0,287.52,0.2,230.02,Dinheiro,2026-09-23 16:55:35
CO001052,126.193.334-96,P0043,2024-08-21,3,69.9,3.5,209.7,0.15,178.24,Cartão de Débito,2026-09-23 16:55:35
CO001053,525.827.960-66,P0013,2025-09-28,1,219.9,3.6,219.9,0,219.9,Dinheiro,2026-09-23 16:55:35
CO001054,123.691.876-49,P0024,2025-12-25,4,79.9,1.8,319.6,0.2,255.68,Dinheiro,2026-09-23 16:55:35
CO001055,192.261.926-97,P0044,2024-06-12,4,131.88,4.6,527.52,0.2,422.02,Cartão de Crédito,2026-09-23 16:55:35
CO001056,334.492.191-23,P0003,2025-06-02,1,26.17,1.8,26.17,0,26.17,Vale-presente,2026-09-23 16:55:35
CO001057,244.821.923-46,P0072,2024-07-01,3,119.9,4.0,359.7,0.1,323.73,Dinheiro,2026-09-23 16:55:35
CO001058,384.734.743-81,P0090,2025-12-29,1,26.91,1.8,26.91,0,26.91,Boleto,2026-09-23 16:55:35
CO001059,829.613.375-62,P0052,2025-06-29,3,54.89,1.6,164.67,0,164.67,Cartão de Débito,2026-09-23 16:55:35
CO001060,682.129.277-34,P0018,2024-10-27,4,121.37,1.4,485.48,0.15,412.66,Boleto,2026-09-23 16:55:35
CO001061,644.494.294-34,P0011,2024-02-11,3,49.9,5.0,149.7,0.05,142.21,Cartão de Crédito,2026-09-23 16:55:35
CO001062,732.563.378-99,P0020,2025-12-12,3,37.42,1.1,112.26,0,112.26,Cartão de Crédito,2026-09-23 16:55:35
CO001063,534.644.488-39,P0029,2024-05-28,4,134.87,3.6,539.48,0,539.48,PIX,2026-09-23 16:55:35
CO001064,123.969.451-92,P0032,2025-03-25,1,67.92,4.4,67.92,0.05,64.52,Dinheiro,2026-09-23 16:55:35
CO001065,271.913.382-84,P0071,2025-06-15,5,42.41,1.8,212.05,0,212.05,Boleto,2026-09-23 16:55:35
CO001066,267.957.364-98,P0081,2024-09-24,5,98.89,4.6,494.45,0.05,469.73,Vale-presente,2026-09-23 16:55:35
CO001067,706.425.925-99,P0034,2024-11-23,4,329.89,2.5,1319.56,0,1319.56,Boleto,2026-09-23 16:55:35
CO001068,799.536.276-55,P0010,2025-12-20,2,69.9,2.3,139.8,0.2,111.84,Cartão de Crédito,2026-09-23 16:55:35
CO001069,999.584.661-16,P0075,2025-06-03,2,29.88,1.4,59.76,0.2,47.81,Vale-presente,2026-09-23 16:55:35
CO001070,731.954.358-34,P0069,2025-09-10,3,239.88,1.4,719.64,0.2,575.71,Cartão de Crédito,2026-09-23 16:55:35
CO001071,865.697.124-68,P0045,2025-04-21,5,"53,91",4.3,269.55,0,269.55,Cartão de Débito,2026-09-23 16:55:35
CO001072,391.710.116-76,P0007,2025-08-28,4,239.88,3.5,959.52,0.05,911.54,Dinheiro,2026-09-23 16:55:35
CO001073,344.229.584-95,P0022,2025-10-27,1,98.89,3.2,98.89,0.1,89.0,PIX,2026-09-23 16:55:35
CO001074,752.939.503-19,P0062,2024-03-07,2,219.9,1.3,439.8,0,439.8,Vale-presente,2026-09-23 16:55:35
CO001075,776.489.187-89,P0073,2024-01-29,3,44.9,4.8,134.7,0.15,114.49,Vale-presente,2026-09-23 16:55:35
CO001076,686.256.536-49,P0063,2025-02-09,4,149.9,3.8,599.6,0,599.6,Cartão de Crédito,2026-09-23 16:55:35
CO001077,907.812.718-64,P0058,2024-11-07,3,155.88,3.2,467.64,0.15,397.49,Cartão de Débito,2026-09-23 16:55:35
CO001078,627.435.188-61,P0073,2025-07-06,5,44.9,4.8,224.5,0,224.5,Vale-presente,2026-09-23 16:55:35
CO001079,452.708.771-13,P0041,2025-12-30,1,42.41,4.9,42.41,0,42.41,Cartão de Débito,2026-09-23 16:55:35
CO001080,551.145.937-39,P0016,2025-02-27,1,32.89,3.5,32.89,0.1,29.6,Vale-presente,2026-09-23 16:55:35
CO001081,932.230.786-99,P0094,2024-07-02,2,164.89,2.0,329.78,0.1,296.8,Cartão de Crédito,2026-09-23 16:55:35
CO001082,140.734.183-63,P0084,2024-04-01,4,26.91,3.9,107.64,0,107.64,PIX,2026-09-23 16:55:35
CO001083,323.577.409-96,P0074,2025-12-14,4,80.87,4.2,323.48,0.05,307.31,Dinheiro,2026-09-23 16:55:35
CO001084,476.217.880-45,P0044,2024-06-30,2,131.88,1.4,263.76,0,263.76,Vale-presente,2026-09-23 16:55:35
CO001085,109.972.241-94,P0033,2025-02-15,4,52.43,1.4,209.72,0,209.72,Cartão de Crédito,2026-09-23 16:55:35
CO001086,105.663.261-62,P0045,2024-04-06,1,53.91,2.4,53.91,0.2,43.13,Boleto,2026-09-23 16:55:35
CO001087,665.429.894-46,P0003,2024-03-01,5,26.17,1.2,130.85,0.1,117.77,Vale-presente,2026-09-23 16:55:35
CO001088,458.362.905-23,P0013,2024-01-13,2,219.9,1.0,439.8,0.1,395.82,PIX,2026-09-23 16:55:35
CO001089,354.666.715-86,P0050,2025-07-30,3,26.17,1.1,78.51,0.1,70.66,Cartão de Débito,2026-09-23 16:55:35
CO001090,545.280.851-76,P0023,2024-07-05,2,129.9,3.5,259.8,0.05,246.81,Boleto,2026-09-23 16:55:35
CO001091,817.212.295-12,P0045,2025-09-06,1,53.91,4.5,53.91,0,53.91,Cartão de Débito,2026-09-23 16:55:35
CO001092,319.484.884-80,P0023,2024-06-30,4,129.9,3.8,519.6,0.2,415.68,Boleto,2026-09-23 16:55:35
CO001093,349.546.703-61,P0057,2024-05-03,1,59.93,3.5,,0.1,53.94,Cartão de Débito,2026-09-23 16:55:35
CO001094,870.439.915-65,P0014,2025-06-14,3,139.9,3.7,419.7,0.1,377.73,Cartão de Crédito,2026-09-23 16:55:35
CO001095,440.665.881-79,P0064,2024-12-11,2,119.9,3.4,239.8,0.1,215.82,Dinheiro,2026-09-23 16:55:35
CO001096,545.658.316-94,P0071,2025-11-15,4,42.41,4.1,169.64,0,169.64,Boleto,2026-09-23 16:55:35
CO001097,271.720.721-24,P0044,2025-05-17,2,131.88,2.5,263.76,0,263.76,Cartão de Crédito,2026-09-23 16:55:35
CO001098,323.577.409-96,P0006,2025-11-06,3,39.9,1.2,119.7,0.05,113.72,Vale-presente,2026-09-23 16:55:35
CO001099,993.423.946-97,P0076,2025-11-10,1,110.42,4.4,110.42,0,110.42,Vale-presente,2026-09-23 16:55:35
CO001100,539.771.193-22,P0068,2025-06-18,5,95.88,3.3,479.4,0.1,431.46,Dinheiro,2026-09-23 16:55:35
CO001101,527.571.178-24,P0070,2025-04-03,2,37.42,2.1,74.84,0,74.84,Cartão de Crédito,2026-09-23 16:55:35
CO001102,671.694.804-83,P0081,2024-03-25,4,98.89,2.6,395.56,0.05,375.78,Dinheiro,2026-09-23 16:55:35
CO001103,287.385.573-41,P0063,2025-09-16,1,149.9,2.3,149.9,0.05,142.41,Dinheiro,2026-09-23 16:55:35
CO001104,525.827.960-66,P0064,2024-02-26,3,119.9,4.1,359.7,0.15,305.75,Boleto,2026-09-23 16:55:35
CO001105,979.581.327-35,P0025,2025-08-07,1,199.9,2.2,199.9,0.1,179.91,Boleto,2026-09-23 16:55:35
CO001106,661.844.723-77,P0083,2024-01-29,3,143.91,4.0,431.73,0.1,388.56,PIX,2026-09-23 16:55:35
CO001107,528.710.241-83,P0050,2024-02-23,2,26.17,2.4,52.34,0.1,47.11,Vale-presente,2026-09-23 16:55:35
CO001108,726.129.983-97,P0095,2025-06-04,5,71.88,3.1,359.4,0,359.4,Cartão de Débito,2026-09-23 16:55:35
CO001109,158.708.772-37,P0090,2025-04-13,1,26.91,4.6,26.91,0,26.91,Cartão de Crédito,2026-09-23 16:55:35
CO001110,792.890.988-97,P0092,2025-05-22,3,33.62,1.3,100.86,0,100.86,Cartão de Crédito,2026-09-23 16:55:35
CO001111,884.753.690-55,P0082,2024-07-29,5,89.93,1.1,449.65,0.05,427.17,Vale-presente,2026-09-23 16:55:35
CO001112,966.923.670-56,P0038,2024-12-04,1,134.87,4.6,134.87,0.15,114.64,Cartão de Crédito,2026-09-23 16:55:35
CO001113,251.680.702-84,P0030,2024-02-15,3,42.41,4.7,127.23,0.05,120.87,Cartão de Crédito,2026-09-23 16:55:35
CO001114,150.790.183-44,P0077,2025-03-08,2,110.42,3.5,220.84,0,220.84,Vale-presente,2026-09-23 16:55:35
CO001115,884.753.690-55,P0091,2024-10-06,3,169.9,1.8,509.7,0.15,433.25,Dinheiro,2026-09-23 16:55:35
CO001116,441.798.410-61,P0002,2024-10-11,4,82.43,4.3,329.72,0.05,313.23,Cartão de Crédito,2026-09-23 16:55:35
CO001117,422.973.485-66,P0063,2025-12-10,3,149.9,3.4,449.7,0.15,382.25,Dinheiro,2026-09-23 16:55:35
CO001118,979.581.327-35,P0090,2024-08-16,4,26.91,1.5,107.64,0.15,91.49,PIX,2026-09-23 16:55:35
CO001119,310.841.137-68,P0015,2025-05-15,1,89.9,1.6,89.9,0.2,71.92,PIX,2026-09-23 16:55:35
CO001120,861.550.495-53,P0069,2024-09-19,3,239.88,1.7,719.64,0.15,611.69,Vale-presente,2026-09-23 16:55:35
CO001121,600.982.321-85,P0089,2024-10-18,4,121.37,2.1,485.48,0,485.48,Boleto,2026-09-23 16:55:35
CO001122,840.757.857-72,P0014,2024-03-29,1,139.9,2.6,139.9,0,139.9,Boleto,2026-09-23 16:55:35
CO001123,370.271.841-97,P0026,2025-04-25,2,269.87,3.1,539.74,0,539.74,Dinheiro,2026-09-23 16:55:35
CO001124,570.361.782-11,produto_53,2024-07-07,2,"89,9",1.2,179.8,0.05,170.81,PIX,2026-09-23 16:55:35
CO001125,408.783.110-22,P0089,2025-01-14,1,121.37,2.0,121.37,0.1,109.23,Dinheiro,2026-09-23 16:55:35
CO001126,782.250.918-82,P0019,2025-11-09,4,41.88,3.4,167.52,0,167.52,Boleto,2026-09-23 16:55:35
CO001127,517.215.879-50,P0025,2025-08-05,2,199.9,3.9,399.8,0,399.8,PIX,2026-09-23 16:55:35
CO001128,758.750.739-51,P0044,2025-04-18,3,131.88,4.7,395.64,0,395.64,Cartão de Crédito,2026-09-23 16:55:35
CO001129,536.501.283-86,P0008,2025-06-01,4,37.42,2.5,149.68,0,149.68,PIX,2026-09-23 16:55:35
CO001130,377.675.812-44,P0024,2025-03-25,2,79.9,2.3,159.8,0.15,135.83,PIX,2026-09-23 16:55:35
CO001131,910.718.733-91,P0009,2025-07-24,2,43.89,3.4,87.78,0,87.78,Cartão de Crédito,2026-09-23 16:55:35
CO001132,320.873.624-24,P0071,2024-03-07,3,42.41,1.2,127.23,0.15,108.15,Dinheiro,2026-09-23 16:55:35
CO001133,364.169.491-91,P0069,2024-11-25,1,239.88,3.5,239.88,0,239.88,Cartão de Débito,2026-09-23 16:55:35
CO001134,473.915.981-15,P0019,2025-01-25,1,41.88,3.7,41.88,0,41.88,PIX,2026-09-23 16:55:35
CO001135,488.851.289-12,P0008,2024-08-17,4,37.42,4.1,149.68,0,149.68,Vale-presente,2026-09-23 16:55:35
CO001136,617.600.357-16,P0073,2025-05-02,5,44.9,1.3,224.5,0.15,190.82,Boleto,2026-09-23 16:55:35
CO001137,,P0050,2025-04-05,3,26.17,3.7,78.51,0.05,74.58,Vale-presente,2026-09-23 16:55:35
CO001138,880.353.796-86,p0088,2025-10-13,4,49.9,3.5,199.6,0,199.6,Dinheiro,2026-09-23 16:55:35
CO001139,436.731.775-49,P0020,2024-08-17,4,37.42,3.1,149.68,0,149.68,Cartão de Crédito,2026-09-23 16:55:35
CO001140,473.216.677-35,P0082,2024-09-20,2,89.93,4.9,179.86,0.05,170.87,Cartão de Crédito,2026-09-23 16:55:35
CO001141,966.638.981-56,P0095,2024-05-27,1,71.88,2.7,71.88,0,71.88,PIX,2026-09-23 16:55:35
CO001142,698.966.361-10,P0053,2024-05-08,5,33.91,4.4,169.55,0.05,161.07,Vale-presente,2026-09-23 16:55:35
CO001143,975.563.669-80,P0027,2025-04-16,4,212.41,2.7,849.64,0.05,807.16,Vale-presente,2026-09-23 16:55:35
CO001144,392.998.967-64,P0057,2024-11-29,4,59.93,2.9,239.72,0,239.72,Vale-presente,2026-09-23 16:55:35
